Date,CNY
2025/03/14,1.6279486219414916
2025/03/17,1.6273657830070465
2025/03/18,1.6259105098855358
2025/03/19,1.6298590171950125
2025/03/20,1.6368219465086586
2025/03/21,1.6395055251336197
2025/03/24,1.6358847682769226
2025/03/25,1.6362059656069505
2025/03/26,1.640285409661281
2025/03/27,1.6395592864637984
2025/03/28,1.6372775349149433
2025/03/31,1.6344676538851295
2025/04/01,1.638350508707833
2025/04/02,1.63204021347086
2025/04/03,1.641604832884628
2025/04/04,1.6412276382734285
2025/04/07,1.6314278256329942
2025/04/08,1.6341204346760356
2025/04/09,1.634761570025012
2025/04/10,1.6386726751331422
2025/04/11,1.650491846570278
2025/04/14,1.6563421340312052
2025/04/15,1.6555743187311678
2025/04/16,1.6565341991485414
2025/04/17,1.6557113763928673
2025/04/22,1.6653621329958201
2025/04/23,1.6598887874512407
2025/04/24,1.666944490748458
2025/04/25,1.6662501041406317
2025/04/28,1.6727163240386063
2025/04/29,1.6806157776209203
2025/04/30,1.683898561950628
2025/05/02,1.7063099341364365
2025/05/05,1.7312719655130626
2025/05/06,1.7052042834731602
2025/05/07,1.7044776628202285
2025/05/08,1.690674240887266
2025/05/09,1.6850051392656746
2025/05/12,1.6763616247296866
2025/05/13,1.6660002665600426
2025/05/14,1.6794303372296118
2025/05/15,1.6837567981680726
2025/05/16,1.6770644663580867
2025/05/19,1.6808135137406506
2025/05/20,1.6793457269047978
2025/05/21,1.6869664968453728
2025/05/22,1.6852891113470516
2025/05/23,1.6981388398315447
2025/05/26,1.7034904519360168
2025/05/27,1.6973894150796076
2025/05/28,1.702475399230481
2025/05/29,1.6937669376693767
2025/05/30,1.6902170238658643
2025/06/02,1.6914749661705009
2025/06/03,1.6932507026990415
2025/06/04,1.6926201760324984
2025/06/05,1.697216564833673
2025/06/06,1.6977063986554164
2025/06/09,1.6969861525929948
2025/06/10,1.6963240657495209
2025/06/11,1.696122663591031
2025/06/12,1.700130910080076
2025/06/13,1.691732503256585
2025/06/16,1.6931933626820181
2025/06/17,1.6918756133049098
2025/06/18,1.691160305085319
2025/06/19,1.6871657302896865
2025/06/20,1.6877067440761493
2025/06/23,1.67319211591875
2025/06/24,1.6902455926846172
2025/06/25,1.692706129288894
2025/06/26,1.6956337431114878
2025/06/27,1.69586378822053
2025/06/30,1.7009984861113472
2025/07/01,1.7062808196973058
2025/07/02,1.6952600528921138
2025/07/03,1.69586378822053
2025/07/04,1.696928559307653
2025/07/07,1.693795626619692
